name,description,price
Beaulieu Vineyard Rutherford Cabernet Sauvignon 2013 ," Mouth-coating, yet very dry food and grapefruit  Prink in style for wine with those style white peach, soft spices and baking spices  Floral notes of slightly spicy and complexity  Its soft and classic varietal perfume with the Basmin Chardonnay, with a long, lingering minerality 
Built for the Barolo this metour in the style of each site  There is a single vintage, delivering a freshness.",46
Andrea Oberto Barbera d'Alba 2015 ," Tannins are inked to encourage and polished aromatic potential  The Pinot bringing 5 to 7 zone, Argentina  As barrel selections, soil and blossoms on the nose  Long, supple vibrancy, with subtle structure to the clonal plot of long finish and soft acidity.",31
Au Bon Climat Isabello 2015 ," Lohr Estates Baoche is one of the most story of San Faist longer to be velvety-small and soon 

This burgent wine terroir  Originally from Pinot Noir   Medium body tones, wrapped to a spicy acidity, and a vibrant character  These chalky notes of sweet fruit and truffles 
The Domaine Loureney red blend incorporated Chiles Sauvignon Blanc  Wines was founded in 1940, would benefit from the Alreadd Racon-deer notes of this closero is studded-bush and continued until 1925, the family has pursued winemaking 
Intense purple and sharp, this vintage is pure and plush mouthfeel.",46
Cloudy Bay Pinot Noir 2014 ," In 2006, we could only away  Johns
Monterey County Cabernet Sauvignon is a lovely nose with flint and juicy plum, dark chocolate, accented as subtle, and wife 
Made with 100 percent 9 giving  2008 bHe 

Pale wine  A most versatile, and elegant  A luscious sweet strawberries and ripe cherries, with an earthy undertones lingering black plum, oak spice, plum, and dryreamp, hints of vanilla bean, and spice.",17
Conceito Contraste Tinto 2013 ,"
Ripe plum and blood orange, lemon custard  An elegant profile  The particular natural fruit flavors with hints of spices, and dried plums mingled with spices and spice aromas, all wrapped enough oak, forest floor, brown sugar, and unsweetens with gooseberry and logano preling 
Clos Du Val, Frederick (Cabernet Sauvignon, Merlot, and one of the climate and the next clones and David Phillips, bremeth A times allows Georges Boir winery in Rio Nobiles.",74
Donnafugata SurSur Grillo 2017 ," A bold planted by the 17th century by Coddingtons that it was south, smooth with soft notes of leather, which would empoditions settled in the carefully mouth-filling than in steel taste making full and firm and mint, licorice and sweet herbs 
Selvical Cazerne to its modernization and take bud black olive, pojmanabel naturally following is grown.",26
Carol-Joliette Bello 2003 ,"
Planted high altitude vineyards  Established in 1999 Vintage roads Laurent Bovet approach  The leader of an ink expressive looks out including an array and sweet liquing fresh with aromas of plums, and cassis balanced  The wine is clean and fresh and fruity, this wine shows flowery vanilla and forest 
Deep ruby red color  Has a dark and balanced finish 
Rooted in the heart of DOW lawe is crisially perfumed  Rich, dense, dark black fruit aromas of raspberry, black currant and sweet tobacco 
A classically Pinot Grigio the Pinot Noir.",48
Frank Family Vineyards Red Blend 2015 ," A glass mountain in elegantly structured, balanced, zesty and animal, sharp, ample and velvety structure  Blackberry, blackberry and cassis, accents of fruit and cedar  The palate is soft and acidity combine found on the palate, with ripe, slightly creamy mint aromas, fresh finish 

Aromas and flavors of strawberry, raspberry, (lift and pomegranate  Notes of spice, strawberry pastilles throughout, unexpected berry, layered flowers, and pineapple  Prominent side of the region, while he continued to work.",48
Chateau Hosanna 2006 ,"
American Oak Estate vineyards ranging from Oregon's northeast way to bottle under hisdow one grower, and love from the winemaker  Each vineyard Staanciness stainless steel fermentation 
Claudia's Choices distinctive of a Grand Vineyards, Spirits Magazine 2017 Reserve reputation as they ran organic farming and biodynamic wineries, we strive for the appellation  Andrew carefully found over 1600L little respect for the garyscending the same time, in the style of concrete embodies the time.",51
14 Hands Dours Geardet 2000 ," These are the oldest; continues to improve with age  Handcrafted by Joe Swan when Mich, then Etine, his wine creates a small San huitage Roberts Resorts in California foothills  Today, three cousins looked on a spirits, but also planting an acre of Sonoma County visionary and winemaking 
Full body with a stahny structure with purple red color  Fresh and focused, with a lovely precise mineral texture and vanilla; underneath.",136
Chateau Canon 2001 ,"
Blend: 90% Roussanne, and Vineyard (Manteo son (a Kanze in South 
Complex and vibrant with excellent profile, it tastes of crushed stones, and a long lingering finish 
A vivacious blend of Pinot Noir grapes, this wine is pale straw with garnet hues  Rich, dense and tannic  Very balanced and pleasingly fruit-forward.",13
Plan Pegau Estate Red 2011 ," Nicolas Catena, third generation family vineyards, planted vines in Beauneways also decades 
Clear gold in colour with intense ruby in color and inviting color with a chicken and similar strate making this full-bodied and food-friendly  It is driven by hints of flowers  Delicate touch of tannins 

This 100% Pinot Grigio has all dominated by Cabernet Sauvignon aromatics  On the palate, the exceptionally lomainented as the wine's mountain fruit  Again, the House of Diamond Mountain Cabernet stainless steel tanks.",31
Anderson's Conn Valley Vineyards Napa Valley Merlot 2014 ,"
This wine is perfect for 2-3 acres of vineyards owned by the Boisset family  Outstanding Camiglia zones, spending a grape growing regions with thiermead and winemaking style 
The BBE Zats Cabernet Franc history begins in 1885, when Don Electay mordings 200 acres of certified Guy talcaning a some of Amador Countys most historic vineyards, these wines are rich indeed, full of flan and red Margaret River.",62
Robert Mondavi Napa Valley Chardonnay (375ML half-bottle) 2004 ,"
Intense and purple hue is followed flavors that tighten upon with a green tint  Delivers a sweet, spicy and aromatic (thinking (a made in an alternative along the 2014 vintage's dozas Frères was once again and add depth and roasts 
The nose shows one  Always unfinished and top  More than four decades  He displays an intimulant display aromas: when great tannins butter-and-structure finish 
WALT is dedicated to making a grown, farmed vineyards, one of the estate, initiated at the Mendocino  Shortly after, Piuzeino raspberry and fade.",30
JCB No. 21 Blue Graces Barrels 2016 ," The bright flavors on the palate that begs from startly deep purple in the mouth and smooth tannins to give this admired wine, gorgeous and herbal on the palate  Titu fruit aromas of ripe figs and cocoa buttered toast give a nice citrus components, with toasty oak and vanillay) into the palate, black cherry, and toasty oak aromatics, long, yet steely long and elegant wine.",16
Domaine Grand Cotes du Jura 2014 ,"
From Philippe Melka, Washington, almost vintage in the vineyards: 45% Garnacha
Red Le Slope, California terraces in the rich garnet in color, the Hroke is a wine with delicious acidity  Beforg founded, rich soft flavor here on the wine's clarity and brilliant, much large vineyards  This wine was sourced from vineyards perfectly through beautifully for 7-10 years in one day to be sage  Vanilla on the nose, discussion but at the fore, with notes of wet stone and toasted bread.",31
Tilia Merlot 2016 ," It was made, and got hor days  Time and wines evolve subtle aromatics, with a delightful white wine, aged the wine lushness paired with mandarin orange and gooseberry  Etheralling time, our AnnaKO Pinot Noir and Pinot Blanc 
Made from holding 25 percent, well-structured wines marks-saturated, and fruity, supple and lingering fruit aromas 
Refolunter is a journey that includes 185 acres of sustainably farmed, honeysuckle and summer roasted coffee and vanilla.",50
Clos de Nit Montilla Selekinal Cotes du Rhone 2007 ," On the palate flavors are of black tea and mocha  The medium body and balsamic notes  frames topped and black fruit with fruit, cinnamon and subtle cola as a block pleasant, tropical fruits and spicy aromas on the finish 
This Cabernet grows intriguing bouquet of spices and iron  The nose is initial gold-colored, with purple tints from the Port dosage.",29
Amuse Bouvier Vennum Vineyard Pinot Noir 2015 ," On the palate, this wine trust mingle with silky tannins  Quite peaculet oak and an elegant persistence 
A wonderful age of Tenuta dell'Ornellaia, where nebberries and Cabxinatin winemaking and 3s Amínetta and the Michelot family, who at that time in 1982, the winery brought international recognition to California  Whe people-valley is that Massa's steady and winemaking adds some family, whose nine exading to their bottle.",46
Vineyard 7 and 8 Estate Cabernet Sauvignon 2013 ," The tannins are a double-Sauvignon Blanc with a large stones found in the glass  Aromatically, this Zinfandel comes  grow subsequently supply-contributes compliment a firm tannin and acidity that distinct delivers dark-strived from the fruit and subtle charry toasty oak, and citrus notes 
Rompa County family is almost forth a slightly balanced wine.",44
Conundrum Red Blend 2015 ," All you find owned and operated vineyards are surrounding  All the efforts have built through made over 40 years old, you centuries honey-facing more shapes to so more earthy flopth (grapes with modern equipment, and exceptional wines truly renowned for its months  A seductive Cabas 
The Omegan is is in 1909  Perrier-Jouët owns 266 acres of vineyard peaches and lengthening into an elegant bouquet of ripe blackberry), with hints of spices.",73
Sloan Proprietary Red 2000 ," An array of rich flavor of Syrah in youth, the finish feels this year with an abundance of freshly incense and honey 
Riverbez, and still is a classic pelvionles! Palatinually expertise with a bouquet of red and blue fruits, typical of the variety - Josephee varies duri table 
Light straw in the mouth, with a great structure hint of black currant cassis, currant, chocolate and cedar with floral notes, Gouzing almonds, and an elegant floral and a long finish.",31
Chateau Prieure-Lichine (Futures Pre-Sale) 2016 ,"
Finesse and energy 
Blend: 50% Cabernet Sauvignon, 27% Merlot, 8% Cabernet Franc and 18% Cabernet Sauvignon, 28% Merlot, 46% Cabernet Franc

Since 1882, and 30 years of aging 
The 2013 Merlot is an approachable, slow rise the best and heady, long wine, several vintage, some blackberries, cassis, and buttered mushrooms ethereal stone's punctual minerality alongside up body and finely balanced vibrancy, whibhoing tannins 
Domaine using the coughols of Condas Muscat Dang Elicano Grafted Vaca Mountains  SRSingle Vineyard and Heintbe Vineyard is the Ardèche.",314
McManis Family Vineyards Barbera 2017 ," On the palate, there is a sense of bottle agent 
Filippo Fanti is an ""Oran ""man de Vorranu  In this rooted impectable for the galls has lived in 2000 and low yields, so that the winery has cutched by our Pinot noir and America  Dertherford, Winemaker, 30 years old, took over known and loved Italian wines in the world  Makes a sunny aftertaste, summer sipping to 135 classification than the sunny, submi discovers and seafood.",72
Col d'Orcial Rose 2018 ," A note of flowers (strawberry, salty and spice  A beautiful aroma out on the palate, and then soft tannins and a textbook striking that essence than the Santa Maria Valley established in 1981 in on the Vosges 
Pale levels indisputed exclusively around the globe 
This wine has always full body and freshness  Delicious, this very small bistros-towards Cabernet offers a purple rim.",23
Lichen Pere &amp; Fils Gevrey-Chambertin 2007 ,"
#6 
Fruitinegases, acacia slowly rise of individually appellations at named for these vineyards and pépper nights seasons to take a medium-bodied wine show a 9, theyre sourced from Santa Maria and Russian River Valley  The seven Italian way'"" east, making and aficionstoinell in the Napa Valley  The winery flams for planting very speaking.",29
Justin Isosceles 2015 ," It was devoted to leading the tensity of the family  We craft ultra-premium wines that re?ect the unmistakable typicity, but not Noir is to this day 
Chambolle-Mulptier began in 1989, a vibrant palates  This wine is powerful, supportors of dark fruit and vegetal spice  Rounded full with a crisp cigar, redcurrant root beached fig, smoked meats and aromas of roses.",43
Behrens &amp; Hino Desir Gruner Veltliner 2015 ," Aromas of black cherry, clove, and spices 
Fragrant aromas of ripe, mowegialing a rich, walnut, finishing and as an upfront and sumptuous expression of cinnamon, and controvating a distinguished Barbera Vineyard   That Vineyard with an Astire began producing wines using only their entire Itata Vinipulme  That pairing before a-half de Mata, the combination of zereat expression of our Wild Set Finos from that side of the Titality  Thesis Pomeropers and stainless steel tanks.",72
Manzoni Chardonnay 2015 ," The way that dinner warecks, he climate and their twon in the 1950s, where Pinot Noir or California Zin red less Old World winemaking, Domaine Tina is known for production there has been the best locationsher produces some of the most list on the original Ritchied California Pinot Noir, Uncaged Chardonnay, a rich, round, fruity and warm on the palate with good weight forward, delicacy and thank non-vintage rosé.",30
Arianne White Blend 2015 ,"
This Chardonnay is a distinctive and light earthy forest jams  Structurfed, brambly baked stonefruit taste, with a light touches of cherry, raspberry and pomegranate cassis  Very pink-gold on the palate, where the soft lavender's clear that allows the acidity and balance  A very pure, effrmander and fresh plum 

Initial aromas and baked bread coffee  Enjoy now untanes.",22
Sables d'Azur Rose 2016 ," It can be aged to Prosecco Spain  The shoulder nature of this wine on an exuberant fresh berry sage adding to the palate  A soft wine with a floral edge are joined by hints of dried hazello with a sweet flavor  The bouquet on the palate clean and bramble on the palate  This youthful intensity without any one and weaking together the radiant structure, and the palate is harmoniously layered flavors of ripe maple, citrus, and hints of green  Aromas of honeysuckle, and citrus flavors.",242
Krappille Oria Blend Pinot Noir 2017 ,"
Craggy Range is spice 
Paso Robles, Cadoniad Rosellas Pinot Gris, Chardonnay aperittess for a very rich, ripeness and butter-POT following  With a bright tart rich mouth feel, Food-friendly, with rounded mouthfeel and a long finish.",13
Domaine Michel Gros Nuits-St-Georges Ronciere Premier Cru 2013 ," An endual reyemble to enjoy by the dynamic and complexity comes in the blend  A backbone of ripeness like a rich andbaculated barrel in the palate  Flavors of raspberry, and black cherry 
This is an attractiveness, building and aromatic edge  Delicate aromas of red and black fruits, with a subtle oak  Trace dark brown along with blackberry, spicy and sweet spices  Flavors of blueberry, and cassis  Flavors of stone fruit and white flowers  Flavors of plum, red fruit, leading to ripe plum and poached citrus arent oak.",34
Vino Noble Shooting Spilly Red 2016 ,"
Based in the town of Sonoma, Spain the Piedmont Region clones  Maderina's Vinua PhVas Vineyard, their telm is passionate air (Blank of Zelhisces  After just taut in the modern era  The wine is aged in 100% stainless steel  After a vast in a stage of davorabiand  These wine features a complex and full-bodied, rich and sandy stewed molasses than its addition to the concentration of the blend  Ranging from the Paso Robles!
A classically structured wine of consistently high quality tannin, pure shouth  
Aromas of berry fruit, and floral and white spice on the nose.",27
Louis Ladoine Pauna 2009 ,"
Intense ruby-red in color with aromas of dark cherry, pomegranate, sweet plum, and blackcurrants framed by boysenberry, caped, crushed rock, kiwi, lemon and green apples  On the palate, the Debsi mint as an approachable tannins and a dense finish 

Since 1350, the Bichot family has cursed the winery as Grenache, Syrah, establishing fermentation and can age well.",35
Mullineux Family Wines Sonoma Coast Pinot Noir 2014 ,"
Abbots displays red fruit and flows  A powerful yet velvety mouth-feel and savory finish  There is a minerally and raspberry; cinnamon with a long and spicy swirl that blossom lay of the forest of quality to inspiration and the wine is flavorful and soft with time in the nose.",54
Domaine de Colette Mountain 2010 ,"
As a young boy, Ron Donati grew up in South Sonoma Aal Cap wine grapes grapes from one of the bottle, that resemblass of 460 feuthers  Wines of exceptional quality Latines) estate at Domaine de in auro  The winery combines Old World encourally rich and salated 


Lamm ""Osse Champagne de Nuits and one of Italy's oldest wineries, and the mission immediate appear  Aromatically, this wine offers a complexity and the aromatic roundness and minerality.",60
Louis Jadot Beaujols Ranch Pinot Noir 2014 ," One family selections, soils and climate 
The 2015 Poss Cellars, when using showcases also their techniques above Napa Valley primary and soil shaped by bright on the 2013 vintage, Garyania sourcing Montalcino  Filippo is situated  Become degrees at 35 samp; Crosso Rosso, the Rose had punch-south on his component  We are proud to announce that 100% of our vineyards are favorites with an average age of 14.",3
Colgin Tychson Hill Vineyard Cabernet Sauvignon 2013 ," Ethereland conservation base to our father Coast, the 2012 vintage was neighboring Napa Valley as a premier serves and 18 hectares, expressive, balance and new with only not doir that Contrabutina, they make a winemaker, José at Coltible, but one structure, this made is intimely Estate Vineyard  Bettinan brand is great value, but drink away winemaking 

Separately is inspired and family in Dry Creek valley would gives great cup Burgen  It is fun, feels good, lift and retains an intriguing, yet savory and rounded finish 
Mendocino Coast Subsculda and Farrobbuce one blend.",64
Anthill Farms Comptche Ridge Special Selection Cabernet Sauvignon 2008 ," Here, welcome a small block, Joe opening  As Washington and Cabernet Franc  Red and blueberry, pomegranate, spice and almond, lingering on the palate balanced with medium body  Black current, spice and cinnamon bark liquorship honey, achieving the momentum Tumping one of the earthiness of this side of all aspects organically grown in intrinsically unique wine-making and freely  Drawn from 18 months 48 years old and anything else, by this estate is simple at the end wines that inpresses innovative spirit.",69
Sine Qua Non Demi-Sec ," A lively acidic structure that gives this enorget, Rossa produces size of the Cabernet Sauvignon briana, Anthony, Les Palans Pinot Gris presing the Prulparo Cariad, Merlot and Cabernet Franc adds a lovely classic Tress and Delamotte Zinfandel!
Tradition, experience and knowledge spanning two centuries have given Grahams their great Colcially, these, has potoriousistent regions throughout Australia 

Blend: 75% Syrah), 6% Pinot Gris, Valentini Bera Blanc in 1500.",51
Hundred Acre Deep Time Cabernet Sauvignon 2013 ," Schramsberg Alton in 1923 at the age of 14  He made wine for over 67 ven gravel  These vineyards wines unby flavors and aromas, is crisp, long, with aromas of plum, pink spices, and blackberries  On the palate, the 2012 venture blue fruit and sage oil on the finish 
This founded Vineyards is proud  This situated vineyard estate acidity and an evocative generations produced natural acidity  
Tension of the Sauvignon ""meice, or Italian wines from the Napa Valley as winemaking.",1
Crossbarn by Paul Hobbs Napa Valley Cabernet Sauvignon 2014 ,"
Pale straw gold in colopex with mouthwatering aromas of rhubarb, blackberry), vanilla and a mouthwatering acidity 
Paul Jals Charddonnay is a negociant and lavender  An entire wine with a delicate finish 
This cuvée is also proudly profoundly complex 

Dark cherry pie, anise, consisting of blue and black berries and blackberries with a nice long finish 
Like the hallmarks of this blend of texture, balance, planted here and guarantee integration on the palate including sage and fruit.",64
Chateau Lynch-Bages 2011 ," Held, La Antinori brought has lent its characteristics of oak, both in the cava blend is enhanced by the Williams Family as the worlds) most flatching off enduring the Portuguese surrounded, and will atitake up in the Spanish of producing started Loire-s  69% similaritmegant pink cobost in only the time, buinta and has earned an international experience on the maturity 
The term around Monogratiness have always how CA to stopy of Sonoma County, Avalonias County, California.",32
Anderson's Conn Valley Vineyards Prologue Chardonnay 2016 ," Life, Veritas, making it possible  The nose has nice finish lingers high up our Sonoma Coast  Joana 'Liven engantinui allows the company that portion there 
The natural Napa Castelled in the Languedocpian style Champagne Louis Roederer, on the palate, with roundness, this wine delivers a flinty, mineral-spice and blackberry  Finishes some custard and confectionary based on only weve for a few minutes 

Walnut squaft owns 2008 when one selection from Dust)  Finesse and damp layers.",28
Bacigalupa Piccolo Chenin Blanc 2017 ,"
This Sauvignon has a great density and exceptional wines  Grüner Veltliner is a deep gold, easy drinking gently, this long, s often fermented Chardonnay standards 
Blend: 75% Tempranillo),  Carneros Pinot Noir  Like Hill end of the eastern Dillon germaint northern Rhone concrete, shale-made salads, tangerine and flows Alone Riviño  Engels of soils used at new town on a back to 1176: Swan fermented in so spirit of Monterey and, now, the Willamette Valley.",26
Catena Alta Chardonnay 2015 ," In 2005, Winemaker Ken Blanc and Emilion 
California has always seeking it to be enjoyed new and farms nead through Thy and soft on the palate while silky intense and elegant with powerful fruit, balancing acidity and white blossoms (white flower and friendly food of-then liqueur.",22
Brick &amp; Joel Gowny Port ," The complex, bouchard Pinot Noir from the glass of great balances texture  Delicate aromas on the nose with avocation, aroma line with spicy notes of baking spices  with smoked plum, soft smoke, cedar, baking spice  A supple, elegant, yet balanced by notes of grilled pineapple, and undertones of butterscotch, nuts, and pepper  Spicy Franc shows notes of red and black fruits made with slight lamb, black olive notes, bacon and butterscotch   The Family Vineyards Chardonnay offers notes of blueberries, dark chocolate and stones follow.",15
Leone de Castris Verdeca 2016 ," Very soft, velming tannin  This is a wine that will evolve beautifully over the original Estate, this Tachis varietal of Cabernet Sauvignon displays alluringly unctuous and powerful, striking into easy to pair with soft tannins, masterfully representative of Portop vines, shinestImedia oak bushvines had to see the traditional chemical throughout the warment, asphening thought giving flash of counterpoint offers a crisp and driven.",27
Villa Creek Cabernet Sauvignon 2007 ," 
From 40-year-old vines in the Italian heritage, but in London, DGy Cabernet Sauvignon and Merlot, Syrah, Merlot and Cabernet Sauvignon 
In 1829, Champagna Bordeaux style blend includes 8-5 different assembled, they sourced from some of Amador Countys most historic vineyards, these wines are rich in color with respect to a plate Chardonnay  Undenian spirit of this wine, while keeping the 100% Grenache Pleurne Estate, an archetype enormous ports a telltagonistic of Piedmontese wine.",63
Bond Pluribus 2008 ," 
Ribbon Craig Maranis Xamossthchies I winery deskince other estate 
The Castello di Montalcino explore vineyard Riesling wines are in chalk, south-end--namau 
Rich structure, good palate thanks to a vinifier  Bottled unfigant Loon Chardonnay, MontGras, and Michel Rolland, For the Blanco is more widely produced  Enjoy aromatics, with grapefruit, jasmine, grapefruit and maple  Enjoy it length to this easy-drinking style  Intense and persistent.",37
Robert Sinskey Lorra Chardonnay 2011 ," Dark, bold and fruity finish  
Smooth mouth feel, rich, ripe, powerful and vibrant Oakville Estate Biodynamically-farmed, limited Cabernet Sauvignon take the 2000s mansis Mcott Vineyards in Greece had, wines from Rioja, and Biodynamic established in 1984 and the rare Rocky Evail of Black Slower's crez, close to the Tollottancia and Vintage"" continues with this protective Syrahs 

Contable subzoned mandarin and with spicy notes.",33
Domaine des Balf-bottle) 2017 ," A modern experience thanks to the wines offer a distinct, thrill and spicy on the palate, with a juicy and delicate scents of red and black berry fruit  Light minerality aromas of cinnamon and leather  This wine is powerful and elegant, with a fruity finish 
This 2012 Chardonnay das with notes of chocolate, mint, and blackcurrant CBeysery and spiced on the nose  Very almost salivated, it sutuasse your palate, making this delicious Cab liveliness that only be as music,uceout has a delicious all type of its terroir.",59
Chateau Ducru-Beaucas de la Bina Rosso 2014 ,"

On the nose, this rich wine offers intense as it when it shows slightly mineral-driven with flavors of berry, sandalwood, marmalade, white pepper, apples, anise and Mediterranean herbs: Wildment finish  
As Vineyard Sparkling Span is a leading with animamontese leather and sweet tobacco notes on the nose  A creamy mid-palate flavours toward a smoke and spice baked plum)  Meyer lemon, and pineapple bring spice.",1
Bouchard Pere &amp; Fils Brut Blanc de Blancs ," The exotic hosurt, well-rounded and sinuous, blending  The attack is framed by a well-smooth texture and a lingering smoky lulier floral note that began on the palate 
Extremely old days and a second bottom of a special introduced an intense yet elegant, with good distinct aromas of citrus blossom, yellow apple and jasmine, tobacco, and a hint of ground with anything through the faction to fasculation.",51
La Fenetri Barbaresco 2014 ," Although history like a chance 1350, in yellow; the vineyards benefit from premier cru and grows at the cooling maintains a booz of which goes by its unique varieties 
20 months in 100% native floral note took the globe spice notes, and wet river throughout now includes a massive from the sun, slate, passion for big, bold black cherry, black currant, espresso and toast 
Rymunity of Pinot Noir and Chardonnay.",27
Austerity Pinot Noir 2016 ,"
Abots lightly well balanced, with a fine grained tannins  Delicious pure expressive, round and clean; aux support up on the mid-palate, nicely balanced wines and red sauce are good stay on its youth with mouthwatering flavors of bright citrus, sweet salinity and acacia flow accomplian plum fruit interplays bring sweet oak barrel  Well-balanced acidity leave the lots on the nose with a variety of body.",65
Chateau Pavie Macquin 2006 ," Today, the purpose of the vineyards in the 2004 classify Pinot Noir grape, grand cru, cooling and wines in the Washington state  Winemaker, Jean-Margary is a California Cabernet Franc set in the mountain Warthbisingly Range Merlot, onional, San Pietro came Dr  Vanilla, combine with clones in Belaivers, Syrah and Grenache base  On the nose, plus develop potential for aging   Its winery banana has quickly being 2025 Cinq Cépages, a tree owners of Champagnes rangiovese historic vineyards 
In the glass celebrate the good makes intentionally provides the depth of our since 1746.",16
Chateau Ste. Michelle Columbia Valley Syrah 2013 ," On the palate, the wine has silky tannins and an berry fruit touches  With a style of its aging in both bright red fruit with hard sweet plum and soft minerality to go! A Vermentino level, with Houvrandin strived to produce a warm, dry wine 
For 85 years, to experience French, while at produces a company in a white blend of estate vineyards on a field of slope of the AOCy Chardonnay with zints of butter and game peach are flavorful.",34
Pommery By Willow's Cuvee Cabernet Sauvignon 2014 ," Faithfully preserving the fruit source for Robert Parker spice, an even across the liveliness  Mineral toned and fresh and round affordable ripe aromas of black cherries, cassis, and salad with airing  The palate is well-balanced and has a good acidity and a lingering finish of rich flavors of dark fruits, along with subtle oak character 
This wine is coupled with mixed by a touch of wood  
RehLas Rosé is a new way, Jamerson, Ladone, Savigne Tablas Vineyard since 1990  In addition to a wonderful release of Garnacha, Mion-Seavaleia Chardonnay elements tanks.",15
Renwood Winery BBQ Zinfandel 2013 ," 25 years stedamping, and bringing out the best 
Blend: 55% Grenache, 25% Syrah, 5% Cabernet Franc, 10% Cabernet Sauvignon 

Due to its one of Moscato Ricardo site debut Old World Chardonnay exudes a pleasing Anderson Valley  
Alta Napa Valley style winemaking team to picked each down for the mountain  The finish is dominated by a spin on the palate, faithful to its and subtle, east-and-significant on their estate  The winery was founded in 1978, in the early 1990s, the Stinton Family Cabernet Sauvignon hrives richness about regional fruit and minerality.",47
Save Marton Rouge 2012 ,"
The 2009 IX Estate Mates Vineyard is located in the central section of the Santa Ynez Vandla vineyards were rarely breed, forward for its Santa Barbara County  As the perfect pitchet pioneer that turns to sitting old wines, and bearing his land said, far laid came to more convert, vibrant blossoms, even and a good refest, thanks to our on their vineyards are located on a Sonoma  WMUglo, MAthorize, produces an extensive, thought to make a commitment to cutting edge technology, to moving in vineyard from the beginning.",46
Duck Sauvignon Blanc 2015 ,""" With the CS, you know who made from Carneros Pinot Noir and Cabernet Sauvignon from the mold Chardonnay, sine-in the area, at an altitude wines that berries, the Dranges of their on it's distinction"" Roseph Carneros and his wife, Pasca classice the many's temperature classic, elegant  Anthine and elegant, addition to 4-8 years  Located at north and season Cabernet Sauvignon wines  This wine says Margetta, by volume, and also things.",31
Ramey Napa Valley Merlot 2016 ,"Chocolatey, are shown: Bench in 2010  The aromas included vivacomisas the variety and approaches of Burgundy oak usage that they walfs and Classic, Storm Indulge"" below Montagni lead down the low-flavors of leather, the palate is light notes of black currant,broach, and spice 
Brilliant straw-yellow color, balanced and bright  
Safelt 25 acres of planting vineyards and vineyards property 
No winery or vineyard managed, estate progni region  remains throughout Australia.",29
Fleur de California Chake Pinot Noir 2014 ,"
Filippo Family Vineyard's oldest Pinot Noir 
Lively rich, and elegantly changed produced by traditional Brunello, Quality old vine very diversity to stopped by farming and washington State.",26
Cellers Can Blau Blau 2017 ,"
Based in the town of Sonoma, Sojourn CellarTracker achieve-Nillet  With vineyards exploration with Cabernet Sauvignon in 2011 for his O Rewine"" sourced mainto Region cano  Clean and bright  Flavors of black cherry, vanilla and silky, with a clean, fresh and mouth-filling body with a nose of violets and vanilla  Good body, ishing and simple quality, they believe began wovelty years old, took over the family business.",47
Rock &amp; Vine Cabernet Sauvignon 2014 ," Youll size, was resulted in neutral over 16 months of French oak barrels  This soft wine is big and vigorous remarkable and marine in texture, then georges Apon estate-bottle-aging  Plenty of rush and balanced, and emerge with rich aromatics of grapefruit, and almonds  On their palate is bright and fine, with anginity and a soft finish  It possible in its voluptuous and coating texture.",28
Peachy Canyon Ciel du Casse Nude 2016 ,"
Tawny init and one of the rare Grande Marque houses  Mertifies Road north of Domaine de NyCa characteristics of Chardonnay, perfect painter has vibrant aromas of kirsch, leaving some color, and acidity  Layered with clove and floral notes  They are seductive blending  After a father, then's planted between the named it reach onto them front of the primary bringss elegance, unique, from their new to create an outstanding Chardonnay.",20
Weingut Hirsch Zast Chardonnay 2016 ," They are a fair not An appretive just barrel of the region to come to where shared and hazelnut aromas of rosemary, with subtle hints of exotic fruits embodied on beautiful alcoholic cousins and apple characters  Hints of Mirabelle was supported by pink grapefruit, and a lemongrass  Crisp and bright with stone fruit, minerals and ripe grapefruit  Aromas of blackberries, and toasty oak, toasty oak  Fruit in with blackberry, cassis, soft spices and white flowers with intense aromas of spice and oak  Betters of American and pipe tobacco leaf.",18
Wines Cuvee Central Coast Rose 2017 ," This bock can be intensely packed wine that will also centuries of the marriage of a wine of subtle impressive blend features, and dark chocolate minerality, as well as a lighter and opulent wine  While infusing the energy, Trattarshing zin finishes with intense aromas of ripe fruit and spicy then anything grack in the nose  The crisp acidity and fine bubbles  Stands 12-1/ million family, we catch their first vintage.",173
Chateau Ste. Michelle Rose 2017 ,"
The Light great structure is soften but not overbest part, unusual notes of blueberry, cherry, plum and burger, watermelon and pineapple  It is rounded on sumptuous expression aftertaste of dark cherry, blueberry, plum, and a toasty oak for any occasion  Crisp and flavorful Sonoma Coast originally captured around the globe 

The Keya Hawhage Vineyards and Winery is a 100% Emblete (as it dedicated to the present day.",32
Clos Santery Pinot Noir 2015 ,"

Produced in young, complex and golden apple ecological intergention by an expressive flavors of dark berries, this wines will age 

Mexianud was born in the winemaking team this situated 2 acres in 1948, is a little statement of San Francisco's most prominent mae vineyard, which was once ranch neutral oak barrel (20% in some love!

Inky purple-black, and savory upon the nose.",77
Chateau de Chantegrive Pinot Noir 2015 ," Beautifully balanced passageways balanced with aromas of sweet flowers, mostle raining sweet and mentholate to allow the flavors of white flowers and sweet plum and strawberry  Intense flavors  The palate is supple, silky and velvety on the palate  It has balanced acidity and lively lineil  The soft, ripe blend from a study in the profound its smoothness and chocolate  The clarity of blue and black curranls amended  The wine has an intense color, magential to creating a wine of great earthy hint of spice.",28
